[2022-02-09 22:42:45,562] INFO [setUpClass testcase_04_addReceiveAddr.py 14] addReceiveAddr接口用例页开始
[2022-02-09 22:42:45,834] INFO [TestCase_Log testcase_log.py 9] 测试用例：addReceiveAddr_para_nomal
[2022-02-09 22:42:45,835] INFO [TestCase_Log testcase_log.py 10] Url：http://192.168.107.135:80/freshO2O/receiveaddrAdd.action
[2022-02-09 22:42:45,835] INFO [TestCase_Log testcase_log.py 11] 请求参数：{"account":"fu","username":"fu","phone":"15873566752","addr":"深圳市南山区沙河街道"}
[2022-02-09 22:42:45,835] INFO [TestCase_Log testcase_log.py 12] 期望结果：{"result":"ok"}
[2022-02-09 22:42:45,835] INFO [TestCase_Log testcase_log.py 13] 实际结果：{"account":"fu","address":null,"id":0,"msg":"添加用户地址成功！","phone":"15873566752","result":"ok","username":"fu"}
[2022-02-09 22:42:45,836] INFO [testRegister testcase_04_addReceiveAddr.py 29] 测试结果为Pass
[2022-02-09 22:42:45,999] INFO [TestCase_Log testcase_log.py 9] 测试用例：addReceiveAddr_para_mix
[2022-02-09 22:42:46,000] INFO [TestCase_Log testcase_log.py 10] Url：http://192.168.107.135:80/freshO2O/receiveaddrAdd.action
[2022-02-09 22:42:46,000] INFO [TestCase_Log testcase_log.py 11] 请求参数：{"account":"fu","username":"fu","phone":"15873566752","addr":"深圳市南山区沙河街道","id":0}
[2022-02-09 22:42:46,000] INFO [TestCase_Log testcase_log.py 12] 期望结果：{"result":"fail"}
[2022-02-09 22:42:46,000] INFO [TestCase_Log testcase_log.py 13] 实际结果：{"account":"fu","address":null,"id":0,"msg":"添加用户地址成功！","phone":"15873566752","result":"ok","username":"fu"}
[2022-02-09 22:42:46,000] INFO [testRegister testcase_04_addReceiveAddr.py 33] 测试结果为Fail
[2022-02-09 22:42:46,137] INFO [TestCase_Log testcase_log.py 9] 测试用例：addReceiveAddr_para_type
[2022-02-09 22:42:46,137] INFO [TestCase_Log testcase_log.py 10] Url：http://192.168.107.135:80/freshO2O/receiveaddrAdd.action
[2022-02-09 22:42:46,137] INFO [TestCase_Log testcase_log.py 11] 请求参数：{"account":"fu","username":25,"phone":"15873566752","addr":"深圳市南山区沙河街道"}
[2022-02-09 22:42:46,137] INFO [TestCase_Log testcase_log.py 12] 期望结果：{"result":"fail"}
[2022-02-09 22:42:46,138] INFO [TestCase_Log testcase_log.py 13] 实际结果：{"account":"fu","address":null,"id":0,"msg":"添加用户地址成功！","phone":"15873566752","result":"ok","username":"25"}
[2022-02-09 22:42:46,138] INFO [testRegister testcase_04_addReceiveAddr.py 33] 测试结果为Fail
[2022-02-09 22:42:46,344] INFO [TestCase_Log testcase_log.py 9] 测试用例：addReceiveAddr_para_len
[2022-02-09 22:42:46,345] INFO [TestCase_Log testcase_log.py 10] Url：http://192.168.107.135:80/freshO2O/receiveaddrAdd.action
[2022-02-09 22:42:46,345] INFO [TestCase_Log testcase_log.py 11] 请求参数：{"account":"fu","username":"fu","phone":"15873566752158735667521587356675215873566752","addr":"深圳市南山区沙河街道"}
[2022-02-09 22:42:46,345] INFO [TestCase_Log testcase_log.py 12] 期望结果：{"result":"fail"}
[2022-02-09 22:42:46,346] INFO [TestCase_Log testcase_log.py 13] 实际结果：{"account":"fu","address":null,"id":0,"msg":"添加用户地址成功！","phone":"15873566752158735667521587356675215873566752","result":"ok","username":"fu"}
[2022-02-09 22:42:46,347] INFO [testRegister testcase_04_addReceiveAddr.py 33] 测试结果为Fail
[2022-02-09 22:42:46,506] INFO [TestCase_Log testcase_log.py 9] 测试用例：addReceiveAddr_bypass_auth
[2022-02-09 22:42:46,507] INFO [TestCase_Log testcase_log.py 10] Url：http://192.168.107.135:80/freshO2O/receiveaddrAdd.action
[2022-02-09 22:42:46,507] INFO [TestCase_Log testcase_log.py 11] 请求参数：{"account":"dudu","username":"fu","phone":"15873566756","addr":"深圳市南山区沙河街道"}
[2022-02-09 22:42:46,507] INFO [TestCase_Log testcase_log.py 12] 期望结果：{"result":"fail"}
[2022-02-09 22:42:46,507] INFO [TestCase_Log testcase_log.py 13] 实际结果：{"account":"dudu","address":null,"id":0,"msg":"添加用户地址成功！","phone":"15873566756","result":"ok","username":"fu"}
[2022-02-09 22:42:46,508] INFO [testRegister testcase_04_addReceiveAddr.py 33] 测试结果为Fail
[2022-02-09 22:42:46,604] INFO [TestCase_Log testcase_log.py 9] 测试用例：addReceiveAddr_business_logic
[2022-02-09 22:42:46,605] INFO [TestCase_Log testcase_log.py 10] Url：http://192.168.107.135:80/freshO2O/receiveaddrAdd.action
[2022-02-09 22:42:46,605] INFO [TestCase_Log testcase_log.py 11] 请求参数：{"account":"fu","username":"fu","phone":"15873566752","phone":"18102948481","addr":"深圳市南山区沙河街道"}
[2022-02-09 22:42:46,605] INFO [TestCase_Log testcase_log.py 12] 期望结果：{"result":"fail"}
[2022-02-09 22:42:46,605] INFO [TestCase_Log testcase_log.py 13] 实际结果：{"account":"fu","address":null,"id":0,"msg":"添加用户地址成功！","phone":"18102948481","result":"ok","username":"fu"}
[2022-02-09 22:42:46,606] INFO [testRegister testcase_04_addReceiveAddr.py 33] 测试结果为Fail
[2022-02-09 22:42:46,684] INFO [tearDownClass testcase_04_addReceiveAddr.py 48] addReceiveAddr接口用例页结束
