[2022-02-09 22:20:06,277] INFO [setUpClass testcase_04_addReceiveAddr.py 14] addReceiveAddr接口用例页开始
[2022-02-09 22:20:06,394] INFO [TestCase_Log testcase_log.py 9] 测试用例：addReceiveAddr_para_nomal
[2022-02-09 22:20:06,394] INFO [TestCase_Log testcase_log.py 10] Url：http://192.168.107.135:80/freshO2O/receiveaddrAdd.action
[2022-02-09 22:20:06,395] INFO [TestCase_Log testcase_log.py 11] 请求参数：{"account":"fu","username":"fu","phone":"15873566752","addr":"深圳市南山区沙河街道"}
[2022-02-09 22:20:06,395] INFO [TestCase_Log testcase_log.py 12] 期望结果：{"result":"ok"}
[2022-02-09 22:20:06,395] INFO [TestCase_Log testcase_log.py 13] 实际结果：{"account":"fu","address":null,"id":0,"msg":"添加用户地址成功！","phone":"15873566752","result":"ok","username":"fu"}
[2022-02-09 22:20:06,401] INFO [testRegister testcase_04_addReceiveAddr.py 30] 测试结果为Pass
[2022-02-09 22:20:06,608] INFO [TestCase_Log testcase_log.py 9] 测试用例：addReceiveAddr_para_mix
[2022-02-09 22:20:06,608] INFO [TestCase_Log testcase_log.py 10] Url：http://192.168.107.135:80/freshO2O/receiveaddrAdd.action
[2022-02-09 22:20:06,608] INFO [TestCase_Log testcase_log.py 11] 请求参数：{"account":"fu","username":"fu","phone":"15873566752","addr":"深圳市南山区沙河街道","id":0}
[2022-02-09 22:20:06,608] INFO [TestCase_Log testcase_log.py 12] 期望结果：{"result":"fail"}
[2022-02-09 22:20:06,609] INFO [TestCase_Log testcase_log.py 13] 实际结果：{"account":"fu","address":null,"id":0,"msg":"添加用户地址成功！","phone":"15873566752","result":"ok","username":"fu"}
[2022-02-09 22:20:06,617] INFO [testRegister testcase_04_addReceiveAddr.py 34] 测试结果为Fail
[2022-02-09 22:20:06,750] INFO [TestCase_Log testcase_log.py 9] 测试用例：addReceiveAddr_para_type
[2022-02-09 22:20:06,751] INFO [TestCase_Log testcase_log.py 10] Url：http://192.168.107.135:80/freshO2O/receiveaddrAdd.action
[2022-02-09 22:20:06,751] INFO [TestCase_Log testcase_log.py 11] 请求参数：{"account":"fu","username":25,"phone":"15873566752","addr":"深圳市南山区沙河街道"}
[2022-02-09 22:20:06,751] INFO [TestCase_Log testcase_log.py 12] 期望结果：{"result":"fail"}
[2022-02-09 22:20:06,751] INFO [TestCase_Log testcase_log.py 13] 实际结果：{"account":"fu","address":null,"id":0,"msg":"添加用户地址成功！","phone":"15873566752","result":"ok","username":"25"}
[2022-02-09 22:20:06,752] INFO [testRegister testcase_04_addReceiveAddr.py 34] 测试结果为Fail
[2022-02-09 22:20:06,912] INFO [TestCase_Log testcase_log.py 9] 测试用例：addReceiveAddr_para_len
[2022-02-09 22:20:06,912] INFO [TestCase_Log testcase_log.py 10] Url：http://192.168.107.135:80/freshO2O/receiveaddrAdd.action
[2022-02-09 22:20:06,912] INFO [TestCase_Log testcase_log.py 11] 请求参数：{"account":"fu","username":"fu","phone":"15873566752158735667521587356675215873566752","addr":"深圳市南山区沙河街道"}
[2022-02-09 22:20:06,912] INFO [TestCase_Log testcase_log.py 12] 期望结果：{"result":"fail"}
[2022-02-09 22:20:06,912] INFO [TestCase_Log testcase_log.py 13] 实际结果：{"account":"fu","address":null,"id":0,"msg":"添加用户地址成功！","phone":"15873566752158735667521587356675215873566752","result":"ok","username":"fu"}
[2022-02-09 22:20:06,914] INFO [testRegister testcase_04_addReceiveAddr.py 34] 测试结果为Fail
[2022-02-09 22:20:07,366] INFO [TestCase_Log testcase_log.py 9] 测试用例：addReceiveAddr_bypass_auth
[2022-02-09 22:20:07,367] INFO [TestCase_Log testcase_log.py 10] Url：http://192.168.107.135:80/freshO2O/receiveaddrAdd.action
[2022-02-09 22:20:07,367] INFO [TestCase_Log testcase_log.py 11] 请求参数：{"account":"dudu","username":"fu","phone":"15873566756","addr":"深圳市南山区沙河街道"}
[2022-02-09 22:20:07,367] INFO [TestCase_Log testcase_log.py 12] 期望结果：{"result":"fail"}
[2022-02-09 22:20:07,367] INFO [TestCase_Log testcase_log.py 13] 实际结果：{"account":"dudu","address":null,"id":0,"msg":"添加用户地址成功！","phone":"15873566756","result":"ok","username":"fu"}
[2022-02-09 22:20:07,369] INFO [testRegister testcase_04_addReceiveAddr.py 34] 测试结果为Fail
[2022-02-09 22:20:07,527] INFO [TestCase_Log testcase_log.py 9] 测试用例：addReceiveAddr_business_logic
[2022-02-09 22:20:07,528] INFO [TestCase_Log testcase_log.py 10] Url：http://192.168.107.135:80/freshO2O/receiveaddrAdd.action
[2022-02-09 22:20:07,528] INFO [TestCase_Log testcase_log.py 11] 请求参数：{"account":"fu","username":"fu","phone":"15873566752","phone":"18102948481","addr":"深圳市南山区沙河街道"}
[2022-02-09 22:20:07,529] INFO [TestCase_Log testcase_log.py 12] 期望结果：{"result":"fail"}
[2022-02-09 22:20:07,529] INFO [TestCase_Log testcase_log.py 13] 实际结果：{"account":"fu","address":null,"id":0,"msg":"添加用户地址成功！","phone":"18102948481","result":"ok","username":"fu"}
[2022-02-09 22:20:07,532] INFO [testRegister testcase_04_addReceiveAddr.py 34] 测试结果为Fail
[2022-02-09 22:20:07,592] INFO [tearDownClass testcase_04_addReceiveAddr.py 48] addReceiveAddr接口用例页结束
